Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","80","Bosnia and Herzegovina","5510","Production","560","Grapes","2014","2014","tonnes","26221","","Official data"
"QC","Crops","80","Bosnia and Herzegovina","5510","Production","560","Grapes","2015","2015","tonnes","32809","","Official data"
"QC","Crops","80","Bosnia and Herzegovina","5510","Production","560","Grapes","2016","2016","tonnes","36904","","Official data"
"QC","Crops","80","Bosnia and Herzegovina","5510","Production","560","Grapes","2017","2017","tonnes","28013","","Official data"
"QC","Crops","21","Brazil","5510","Production","560","Grapes","2012","2012","tonnes","1514768","","Official data"
"QC","Crops","21","Brazil","5510","Production","560","Grapes","2013","2013","tonnes","1439535","","Official data"
"QC","Crops","21","Brazil","5510","Production","560","Grapes","2014","2014","tonnes","1454183","","Official data"
"QC","Crops","21","Brazil","5510","Production","560","Grapes","2015","2015","tonnes","1497302","","Official data"
"QC","Crops","21","Brazil","5510","Production","560","Grapes","2016","2016","tonnes","985074","","Official data"
"QC","Crops","21","Brazil","5510","Production","560","Grapes","2017","2017","tonnes","1912034","","Official data"
"QC","Crops","27","Bulgaria","5510","Production","560","Grapes","2012","2012","tonnes","260672","","Official data"
"QC","Crops","27","Bulgaria","5510","Production","560","Grapes","2013","2013","tonnes","325596","","Official data"
"QC","Crops","27","Bulgaria","5510","Production","560","Grapes","2014","2014","tonnes","132731","","Official data"
"QC","Crops","27","Bulgaria","5510","Production","560","Grapes","2015","2015","tonnes","261820","","Official data"
"QC","Crops","27","Bulgaria","5510","Production","560","Grapes","2016","2016","tonnes","211083","","Official data"
"QC","Crops","27","Bulgaria","5510","Production","560","Grapes","2017","2017","tonnes","201529","","Official data"
"QC","Crops","33","Canada","5510","Production","560","Grapes","2012","2012","tonnes","92111","","Official data"
"QC","Crops","33","Canada","5510","Production","560","Grapes","2013","2013","tonnes","104729","","Official data"
"QC","Crops","33","Canada","5510","Production","560","Grapes","2014","2014","tonnes","80121","","Official data"
"QC","Crops","33","Canada","5510","Production","560","Grapes","2015","2015","tonnes","80529","","Official data"
"QC","Crops","33","Canada","5510","Production","560","Grapes","2016","2016","tonnes","105802","","Official data"
"QC","Crops","33","Canada","5510","Production","560","Grapes","2017","2017","tonnes","89443","","Official data"
"QC","Crops","40","Chile","5510","Production","560","Grapes","2012","2012","tonnes","2513073","Im","FAO data based on imputation methodology"
"QC","Crops","40","Chile","5510","Production","560","Grapes","2013","2013","tonnes","2767358","Im","FAO data based on imputation methodology"
"QC","Crops","40","Chile","5510","Production","560","Grapes","2014","2014","tonnes","2637436","Im","FAO data based on imputation methodology"
"QC","Crops","40","Chile","5510","Production","560","Grapes","2015","2015","tonnes","2700000","*","Unofficial figure"
"QC","Crops","40","Chile","5510","Production","560","Grapes","2016","2016","tonnes","2200000","*","Unofficial figure"
"QC","Crops","40","Chile","5510","Production","560","Grapes","2017","2017","tonnes","2000000","*","Unofficial figure"
"QC","Crops","351","China","5510","Production","560","Grapes","2012","2012","tonnes","10642267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","351","China","5510","Production","560","Grapes","2013","2013","tonnes","11647280","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","351","China","5510","Production","560","Grapes","2014","2014","tonnes","12627999","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","351","China","5510","Production","560","Grapes","2015","2015","tonnes","13249435","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","351","China","5510","Production","560","Grapes","2016","2016","tonnes","12708680","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","351","China","5510","Production","560","Grapes","2017","2017","tonnes","13160788","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QC","Crops","41","China, mainland","5510","Production","560","Grapes","2012","2012","tonnes","10543000","","Official data"
"QC","Crops","41","China, mainland","5510","Production","560","Grapes","2013","2013","tonnes","11550024","","Official data"
"QC","Crops","41","China, mainland","5510","Production","560","Grapes","2014","2014","tonnes","12545800","","Official data"
"QC","Crops","41","China, mainland","5510","Production","560","Grapes","2015","2015","tonnes","13164000","","Official data"
"QC","Crops","41","China, mainland","5510","Production","560","Grapes","2016","2016","tonnes","12629000","","Official data"
"QC","Crops","41","China, mainland","5510","Production","560","Grapes","2017","2017","tonnes","13083000","","Official data"
"QC","Crops","214","China, Taiwan Province of","5510","Production","560","Grapes","2012","2012","tonnes","99267","","Official data"
"QC","Crops","214","China, Taiwan Province of","5510","Production","560","Grapes","2013","2013","tonnes","97256","","Official data"
"QC","Crops","214","China, Taiwan Province of","5510","Production","560","Grapes","2014","2014","tonnes","82199","","Official data"
"QC","Crops","214","China, Taiwan Province of","5510","Production","560","Grapes","2015","2015","tonnes","85435","","Official data"
"QC","Crops","214","China, Taiwan Province of","5510","Production","560","Grapes","2016","2016","tonnes","79680","","Official data"
"QC","Crops","214","China, Taiwan Province of","5510","Production","560","Grapes","2017","2017","tonnes","77788","Im","FAO data based on imputation methodology"
"QC","Crops","44","Colombia","5510","Production","560","Grapes","2012","2012","tonnes","25031","","Official data"
"QC","Crops","44","Colombia","5510","Production","560","Grapes","2013","2013","tonnes","25631","","Official data"
"QC","Crops","44","Colombia","5510","Production","560","Grapes","2014","2014","tonnes","24519","","Official data"
"QC","Crops","44","Colombia","5510","Production","560","Grapes","2015","2015","tonnes","24951","","Official data"
"QC","Crops","44","Colombia","5510","Production","560","Grapes","2016","2016","tonnes","29152","","Official data"
"QC","Crops","44","Colombia","5510","Production","560","Grapes","2017","2017","tonnes","30718","Im","FAO data based on imputation methodology"
"QC","Crops","98","Croatia","5510","Production","560","Grapes","2012","2012","tonnes","187550","","Official data"
"QC","Crops","98","Croatia","5510","Production","560","Grapes","2013","2013","tonnes","181096","","Official data"
"QC","Crops","98","Croatia","5510","Production","560","Grapes","2014","2014","tonnes","134941","","Official data"
"QC","Crops","98","Croatia","5510","Production","560","Grapes","2015","2015","tonnes","154227","","Official data"
"QC","Crops","98","Croatia","5510","Production","560","Grapes","2016","2016","tonnes","123651","","Official data"
"QC","Crops","98","Croatia","5510","Production","560","Grapes","2017","2017","tonnes","116307","","Official data"
"QC","Crops","49","Cuba","5510","Production","560","Grapes","2012","2012","tonnes","22000","F","FAO estimate"
"QC","Crops","49","Cuba","5510","Production","560","Grapes","2013","2013","tonnes","22000","F","FAO estimate"
"QC","Crops","49","Cuba","5510","Production","560","Grapes","2014","2014","tonnes","21000","F","FAO estimate"
"QC","Crops","49","Cuba","5510","Production","560","Grapes","2015","2015","tonnes","20687","Im","FAO data based on imputation methodology"
"QC","Crops","49","Cuba","5510","Production","560","Grapes","2016","2016","tonnes","21569","Im","FAO data based on imputation methodology"
"QC","Crops","49","Cuba","5510","Production","560","Grapes","2017","2017","tonnes","21940","Im","FAO data based on imputation methodology"
"QC","Crops","50","Cyprus","5510","Production","560","Grapes","2012","2012","tonnes","20531","","Official data"
"QC","Crops","50","Cyprus","5510","Production","560","Grapes","2013","2013","tonnes","20326","","Official data"
"QC","Crops","50","Cyprus","5510","Production","560","Grapes","2014","2014","tonnes","20125","","Official data"
"QC","Crops","50","Cyprus","5510","Production","560","Grapes","2015","2015","tonnes","21685","","Official data"
"QC","Crops","50","Cyprus","5510","Production","560","Grapes","2016","2016","tonnes","17583","","Official data"
"QC","Crops","50","Cyprus","5510","Production","560","Grapes","2017","2017","tonnes","17021","","Official data"
"QC","Crops","167","Czechia","5510","Production","560","Grapes","2012","2012","tonnes","59990","","Official data"
"QC","Crops","167","Czechia","5510","Production","560","Grapes","2013","2013","tonnes","74721","","Official data"
"QC","Crops","167","Czechia","5510","Production","560","Grapes","2014","2014","tonnes","63533","","Official data"
"QC","Crops","167","Czechia","5510","Production","560","Grapes","2015","2015","tonnes","90608","","Official data"
"QC","Crops","167","Czechia","5510","Production","560","Grapes","2016","2016","tonnes","75905","","Official data"
"QC","Crops","167","Czechia","5510","Production","560","Grapes","2017","2017","tonnes","79774","","Official data"
"QC","Crops","58","Ecuador","5510","Production","560","Grapes","2012","2012","tonnes","477","Im","FAO data based on imputation methodology"
"QC","Crops","58","Ecuador","5510","Production","560","Grapes","2013","2013","tonnes","485","Im","FAO data based on imputation methodology"
"QC","Crops","58","Ecuador","5510","Production","560","Grapes","2014","2014","tonnes","493","Im","FAO data based on imputation methodology"
"QC","Crops","58","Ecuador","5510","Production","560","Grapes","2015","2015","tonnes","501","Im","FAO data based on imputation methodology"
"QC","Crops","58","Ecuador","5510","Production","560","Grapes","2016","2016","tonnes","509","Im","FAO data based on imputation methodology"
"QC","Crops","58","Ecuador","5510","Production","560","Grapes","2017","2017","tonnes","517","Im","FAO data based on imputation methodology"
"QC","Crops","59","Egypt","5510","Production","560","Grapes","2012","2012","tonnes","1378815","","Official data"
"QC","Crops","59","Egypt","5510","Production","560","Grapes","2013","2013","tonnes","1434666","","Official data"
"QC","Crops","59","Egypt","5510","Production","560","Grapes","2014","2014","tonnes","1596169","","Official data"
"QC","Crops","59","Egypt","5510","Production","560","Grapes","2015","2015","tonnes","1686706","","Official data"
"QC","Crops","59","Egypt","5510","Production","560","Grapes","2016","2016","tonnes","1691194","","Official data"
"QC","Crops","59","Egypt","5510","Production","560","Grapes","2017","2017","tonnes","1703394","Im","FAO data based on imputation methodology"
"QC","Crops","238","Ethiopia","5510","Production","560","Grapes","2012","2012","tonnes","5000","F","FAO estimate"
"QC","Crops","238","Ethiopia","5510","Production","560","Grapes","2013","2013","tonnes","5000","F","FAO estimate"
"QC","Crops","238","Ethiopia","5510","Production","560","Grapes","2014","2014","tonnes","5077","Im","FAO data based on imputation methodology"
"QC","Crops","238","Ethiopia","5510","Production","560","Grapes","2015","2015","tonnes","5309","Im","FAO data based on imputation methodology"
"QC","Crops","238","Ethiopia","5510","Production","560","Grapes","2016","2016","tonnes","5270","Im","FAO data based on imputation methodology"
"QC","Crops","238","Ethiopia","5510","Production","560","Grapes","2017","2017","tonnes","5277","Im","FAO data based on imputation methodology"
"QC","Crops","68","France","5510","Production","560","Grapes","2012","2012","tonnes","5384561","","Official data"
"QC","Crops","68","France","5510","Production","560","Grapes","2013","2013","tonnes","5540835","","Official data"
"QC","Crops","68","France","5510","Production","560","Grapes","2014","2014","tonnes","6204909","","Official data"
"QC","Crops","68","France","5510","Production","560","Grapes","2015","2015","tonnes","6258363","","Official data"
"QC","Crops","68","France","5510","Production","560","Grapes","2016","2016","tonnes","6247034","","Official data"
"QC","Crops","68","France","5510","Production","560","Grapes","2017","2017","tonnes","5915882","Im","FAO data based on imputation methodology"
"QC","Crops","73","Georgia","5510","Production","560","Grapes","2012","2012","tonnes","144000","","Official data"
"QC","Crops","73","Georgia","5510","Production","560","Grapes","2013","2013","tonnes","222800","","Official data"
"QC","Crops","73","Georgia","5510","Production","560","Grapes","2014","2014","tonnes","172600","","Official data"
"QC","Crops","73","Georgia","5510","Production","560","Grapes","2015","2015","tonnes","214500","","Official data"
"QC","Crops","73","Georgia","5510","Production","560","Grapes","2016","2016","tonnes","159200","","Official data"
"QC","Crops","73","Georgia","5510","Production","560","Grapes","2017","2017","tonnes","180800","","Official data"
"QC","Crops","79","Germany","5510","Production","560","Grapes","2012","2012","tonnes","1227000","*","Unofficial figure"
"QC","Crops","79","Germany","5510","Production","560","Grapes","2013","2013","tonnes","1140000","*","Unofficial figure"
"QC","Crops","79","Germany","5510","Production","560","Grapes","2014","2014","tonnes","1245000","*","Unofficial figure"
"QC","Crops","79","Germany","5510","Production","560","Grapes","2015","2015","tonnes","1199030","","Official data"
"QC","Crops","79","Germany","5510","Production","560","Grapes","2016","2016","tonnes","1225570","","Official data"
"QC","Crops","79","Germany","5510","Production","560","Grapes","2017","2017","tonnes","1014235","","Official data"
"QC","Crops","84","Greece","5510","Production","560","Grapes","2012","2012","tonnes","624978","","Official data"
"QC","Crops","84","Greece","5510","Production","560","Grapes","2013","2013","tonnes","620921","","Official data"
"QC","Crops","84","Greece","5510","Production","560","Grapes","2014","2014","tonnes","1045990","","Official data"
"QC","Crops","84","Greece","5510","Production","560","Grapes","2015","2015","tonnes","1044700","","Official data"
"QC","Crops","84","Greece","5510","Production","560","Grapes","2016","2016","tonnes","1083000","","Official data"
"QC","Crops","84","Greece","5510","Production","560","Grapes","2017","2017","tonnes","1012600","","Official data"
"QC","Crops","89","Guatemala","5510","Production","560","Grapes","2012","2012","tonnes","18088","Im","FAO data based on imputation methodology"
"QC","Crops","89","Guatemala","5510","Production","560","Grapes","2013","2013","tonnes","18393","Im","FAO data based on imputation methodology"
"QC","Crops","89","Guatemala","5510","Production","560","Grapes","2014","2014","tonnes","18698","Im","FAO data based on imputation methodology"
"QC","Crops","89","Guatemala","5510","Production","560","Grapes","2015","2015","tonnes","19002","Im","FAO data based on imputation methodology"
"QC","Crops","89","Guatemala","5510","Production","560","Grapes","2016","2016","tonnes","19307","Im","FAO data based on imputation methodology"
"QC","Crops","89","Guatemala","5510","Production","560","Grapes","2017","2017","tonnes","19611","Im","FAO data based on imputation methodology"
"QC","Crops","95","Honduras","5510","Production","560","Grapes","2012","2012","tonnes","173","Im","FAO data based on imputation methodology"
"QC","Crops","95","Honduras","5510","Production","560","Grapes","2013","2013","tonnes","174","Im","FAO data based on imputation methodology"
"QC","Crops","95","Honduras","5510","Production","560","Grapes","2014","2014","tonnes","175","Im","FAO data based on imputation methodology"
"QC","Crops","95","Honduras","5510","Production","560","Grapes","2015","2015","tonnes","176","Im","FAO data based on imputation methodology"
"QC","Crops","95","Honduras","5510","Production","560","Grapes","2016","2016","tonnes","177","Im","FAO data based on imputation methodology"
"QC","Crops","95","Honduras","5510","Production","560","Grapes","2017","2017","tonnes","178","Im","FAO data based on imputation methodology"
"QC","Crops","97","Hungary","5510","Production","560","Grapes","2012","2012","tonnes","356360","","Official data"
"QC","Crops","97","Hungary","5510","Production","560","Grapes","2013","2013","tonnes","451110","","Official data"
"QC","Crops","97","Hungary","5510","Production","560","Grapes","2014","2014","tonnes","406020","","Official data"
"QC","Crops","97","Hungary","5510","Production","560","Grapes","2015","2015","tonnes","472348","","Official data"
"QC","Crops","97","Hungary","5510","Production","560","Grapes","2016","2016","tonnes","476491","","Official data"
"QC","Crops","97","Hungary","5510","Production","560","Grapes","2017","2017","tonnes","404900","","Official data"
"QC","Crops","100","India","5510","Production","560","Grapes","2012","2012","tonnes","2221000","","Official data"
"QC","Crops","100","India","5510","Production","560","Grapes","2013","2013","tonnes","2483000","","Official data"
"QC","Crops","100","India","5510","Production","560","Grapes","2014","2014","tonnes","2585340","","Official data"
"QC","Crops","100","India","5510","Production","560","Grapes","2015","2015","tonnes","2602000","","Official data"
"QC","Crops","100","India","5510","Production","560","Grapes","2016","2016","tonnes","2590000","","Official data"
"QC","Crops","100","India","5510","Production","560","Grapes","2017","2017","tonnes","2922000","","Official data"
"QC","Crops","102","Iran (Islamic Republic of)","5510","Production","560","Grapes","2012","2012","tonnes","2389501","","Official data"
"QC","Crops","102","Iran (Islamic Republic of)","5510","Production","560","Grapes","2013","2013","tonnes","2753659","","Official data"
"QC","Crops","102","Iran (Islamic Republic of)","5510","Production","560","Grapes","2014","2014","tonnes","2251551","","Official data"
"QC","Crops","102","Iran (Islamic Republic of)","5510","Production","560","Grapes","2015","2015","tonnes","2251551","","Official data"
"QC","Crops","102","Iran (Islamic Republic of)","5510","Production","560","Grapes","2016","2016","tonnes","2275830","Im","FAO data based on imputation methodology"
"QC","Crops","102","Iran (Islamic Republic of)","5510","Production","560","Grapes","2017","2017","tonnes","1866340","","Official data"
"QC","Crops","103","Iraq","5510","Production","560","Grapes","2012","2012","tonnes","241842","","Official data"
"QC","Crops","103","Iraq","5510","Production","560","Grapes","2013","2013","tonnes","270072","","Official data"
"QC","Crops","103","Iraq","5510","Production","560","Grapes","2014","2014","tonnes","251788","","Official data"
"QC","Crops","103","Iraq","5510","Production","560","Grapes","2015","2015","tonnes","93629","","Official data"
"QC","Crops","103","Iraq","5510","Production","560","Grapes","2016","2016","tonnes","94103","","Official data"
"QC","Crops","103","Iraq","5510","Production","560","Grapes","2017","2017","tonnes","99444","","Official data"
"QC","Crops","105","Israel","5510","Production","560","Grapes","2012","2012","tonnes","74700","","Official data"
"QC","Crops","105","Israel","5510","Production","560","Grapes","2013","2013","tonnes","70000","","Official data"
"QC","Crops","105","Israel","5510","Production","560","Grapes","2014","2014","tonnes","66700","","Official data"
"QC","Crops","105","Israel","5510","Production","560","Grapes","2015","2015","tonnes","66000","","Official data"
"QC","Crops","105","Israel","5510","Production","560","Grapes","2016","2016","tonnes","66002","","Official data"
"QC","Crops","105","Israel","5510","Production","560","Grapes","2017","2017","tonnes","68503","","Official data"
"QC","Crops","106","Italy","5510","Production","560","Grapes","2012","2012","tonnes","6918044","","Official data"
"QC","Crops","106","Italy","5510","Production","560","Grapes","2013","2013","tonnes","8010364","","Official data"
"QC","Crops","106","Italy","5510","Production","560","Grapes","2014","2014","tonnes","6930794","","Official data"
"QC","Crops","106","Italy","5510","Production","560","Grapes","2015","2015","tonnes","7915008","","Official data"
"QC","Crops","106","Italy","5510","Production","560","Grapes","2016","2016","tonnes","8201914","","Official data"
"QC","Crops","106","Italy","5510","Production","560","Grapes","2017","2017","tonnes","7169745","","Official data"
"QC","Crops","110","Japan","5510","Production","560","Grapes","2012","2012","tonnes","198300","","Official data"
"QC","Crops","110","Japan","5510","Production","560","Grapes","2013","2013","tonnes","189700","","Official data"
"QC","Crops","110","Japan","5510","Production","560","Grapes","2014","2014","tonnes","189200","","Official data"
"QC","Crops","110","Japan","5510","Production","560","Grapes","2015","2015","tonnes","180500","","Official data"
"QC","Crops","110","Japan","5510","Production","560","Grapes","2016","2016","tonnes","179200","","Official data"
"QC","Crops","110","Japan","5510","Production","560","Grapes","2017","2017","tonnes","176100","","Official data"
"QC","Crops","112","Jordan","5510","Production","560","Grapes","2012","2012","tonnes","35668","","Official data"
"QC","Crops","112","Jordan","5510","Production","560","Grapes","2013","2013","tonnes","35160","","Official data"
"QC","Crops","112","Jordan","5510","Production","560","Grapes","2014","2014","tonnes","34571","","Official data"
"QC","Crops","112","Jordan","5510","Production","560","Grapes","2015","2015","tonnes","62265","","Official data"
"QC","Crops","112","Jordan","5510","Production","560","Grapes","2016","2016","tonnes","62328","","Official data"
"QC","Crops","112","Jordan","5510","Production","560","Grapes","2017","2017","tonnes","53366","Im","FAO data based on imputation methodology"
"QC","Crops","108","Kazakhstan","5510","Production","560","Grapes","2012","2012","tonnes","71700","","Official data"
"QC","Crops","108","Kazakhstan","5510","Production","560","Grapes","2013","2013","tonnes","68050","","Official data"
"QC","Crops","108","Kazakhstan","5510","Production","560","Grapes","2014","2014","tonnes","70327","","Official data"
"QC","Crops","108","Kazakhstan","5510","Production","560","Grapes","2015","2015","tonnes","63401","","Official data"
"QC","Crops","108","Kazakhstan","5510","Production","560","Grapes","2016","2016","tonnes","75041","","Official data"
"QC","Crops","108","Kazakhstan","5510","Production","560","Grapes","2017","2017","tonnes","81223","","Official data"
"QC","Crops","118","Kuwait","5510","Production","560","Grapes","2012","2012","tonnes","67","","Official data"
"QC","Crops","118","Kuwait","5510","Production","560","Grapes","2013","2013","tonnes","96","","Official data"
"QC","Crops","118","Kuwait","5510","Production","560","Grapes","2014","2014","tonnes","92","","Official data"
"QC","Crops","118","Kuwait","5510","Production","560","Grapes","2015","2015","tonnes","117","","Official data"
"QC","Crops","118","Kuwait","5510","Production","560","Grapes","2016","2016","tonnes","119","","Official data"
"QC","Crops","118","Kuwait","5510","Production","560","Grapes","2017","2017","tonnes","144","","Official data"
"QC","Crops","113","Kyrgyzstan","5510","Production","560","Grapes","2012","2012","tonnes","7850","","Official data"
"QC","Crops","113","Kyrgyzstan","5510","Production","560","Grapes","2013","2013","tonnes","8106","","Official data"
"QC","Crops","113","Kyrgyzstan","5510","Production","560","Grapes","2014","2014","tonnes","8473","","Official data"
"QC","Crops","113","Kyrgyzstan","5510","Production","560","Grapes","2015","2015","tonnes","5726","","Official data"
