Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QD","Crops Processed","351","China","5510","Production","564","Wine","2016","2016","tonnes","1806409","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QD","Crops Processed","351","China","5510","Production","564","Wine","2017","2017","tonnes","1891573","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QD","Crops Processed","41","China, mainland","5510","Production","564","Wine","2012","2012","tonnes","1650000","F","FAO estimate"
"QD","Crops Processed","41","China, mainland","5510","Production","564","Wine","2013","2013","tonnes","1700000","F","FAO estimate"
"QD","Crops Processed","41","China, mainland","5510","Production","564","Wine","2014","2014","tonnes","1758236","Im","FAO data based on imputation methodology"
"QD","Crops Processed","41","China, mainland","5510","Production","564","Wine","2015","2015","tonnes","1891268","Im","FAO data based on imputation methodology"
"QD","Crops Processed","41","China, mainland","5510","Production","564","Wine","2016","2016","tonnes","1806409","Im","FAO data based on imputation methodology"
"QD","Crops Processed","41","China, mainland","5510","Production","564","Wine","2017","2017","tonnes","1891573","Im","FAO data based on imputation methodology"
"QD","Crops Processed","44","Colombia","5510","Production","564","Wine","2012","2012","tonnes","11925","","Official data"
"QD","Crops Processed","44","Colombia","5510","Production","564","Wine","2013","2013","tonnes","12122","","Official data"
"QD","Crops Processed","44","Colombia","5510","Production","564","Wine","2014","2014","tonnes","12000","","Official data"
"QD","Crops Processed","44","Colombia","5510","Production","564","Wine","2015","2015","tonnes","2426","","Official data"
"QD","Crops Processed","44","Colombia","5510","Production","564","Wine","2016","2016","tonnes","2071","","Official data"
"QD","Crops Processed","44","Colombia","5510","Production","564","Wine","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"QD","Crops Processed","98","Croatia","5510","Production","564","Wine","2012","2012","tonnes","44191","","Official data"
"QD","Crops Processed","98","Croatia","5510","Production","564","Wine","2013","2013","tonnes","49571","","Official data"
"QD","Crops Processed","98","Croatia","5510","Production","564","Wine","2014","2014","tonnes","45272","","Official data"
"QD","Crops Processed","98","Croatia","5510","Production","564","Wine","2015","2015","tonnes","47407","","Official data"
"QD","Crops Processed","98","Croatia","5510","Production","564","Wine","2016","2016","tonnes","48489","","Official data"
"QD","Crops Processed","98","Croatia","5510","Production","564","Wine","2017","2017","tonnes","46089","","Official data"
"QD","Crops Processed","49","Cuba","5510","Production","564","Wine","2012","2012","tonnes","12400","","Official data"
"QD","Crops Processed","49","Cuba","5510","Production","564","Wine","2013","2013","tonnes","11620","","Official data"
"QD","Crops Processed","49","Cuba","5510","Production","564","Wine","2014","2014","tonnes","12500","","Official data"
"QD","Crops Processed","49","Cuba","5510","Production","564","Wine","2015","2015","tonnes","11510","","Official data"
"QD","Crops Processed","49","Cuba","5510","Production","564","Wine","2016","2016","tonnes","11660","","Official data"
"QD","Crops Processed","49","Cuba","5510","Production","564","Wine","2017","2017","tonnes","11980","","Official data"
"QD","Crops Processed","50","Cyprus","5510","Production","564","Wine","2012","2012","tonnes","10516","","Official data"
"QD","Crops Processed","50","Cyprus","5510","Production","564","Wine","2013","2013","tonnes","11197","","Official data"
"QD","Crops Processed","50","Cyprus","5510","Production","564","Wine","2014","2014","tonnes","10958","","Official data"
"QD","Crops Processed","50","Cyprus","5510","Production","564","Wine","2015","2015","tonnes","8945","","Official data"
"QD","Crops Processed","50","Cyprus","5510","Production","564","Wine","2016","2016","tonnes","6935","Im","FAO data based on imputation methodology"
"QD","Crops Processed","50","Cyprus","5510","Production","564","Wine","2017","2017","tonnes","8251","Im","FAO data based on imputation methodology"
"QD","Crops Processed","167","Czechia","5510","Production","564","Wine","2012","2012","tonnes","54600","*","Unofficial figure"
"QD","Crops Processed","167","Czechia","5510","Production","564","Wine","2013","2013","tonnes","48700","*","Unofficial figure"
"QD","Crops Processed","167","Czechia","5510","Production","564","Wine","2014","2014","tonnes","52000","F","FAO estimate"
"QD","Crops Processed","167","Czechia","5510","Production","564","Wine","2015","2015","tonnes","53600","*","Unofficial figure"
"QD","Crops Processed","167","Czechia","5510","Production","564","Wine","2016","2016","tonnes","81900","*","Unofficial figure"
"QD","Crops Processed","167","Czechia","5510","Production","564","Wine","2017","2017","tonnes","63100","*","Unofficial figure"
"QD","Crops Processed","59","Egypt","5510","Production","564","Wine","2012","2012","tonnes","4500","F","FAO estimate"
"QD","Crops Processed","59","Egypt","5510","Production","564","Wine","2013","2013","tonnes","4500","F","FAO estimate"
"QD","Crops Processed","59","Egypt","5510","Production","564","Wine","2014","2014","tonnes","5000","F","FAO estimate"
"QD","Crops Processed","59","Egypt","5510","Production","564","Wine","2015","2015","tonnes","5931","Im","FAO data based on imputation methodology"
"QD","Crops Processed","59","Egypt","5510","Production","564","Wine","2016","2016","tonnes","5848","Im","FAO data based on imputation methodology"
"QD","Crops Processed","59","Egypt","5510","Production","564","Wine","2017","2017","tonnes","6006","Im","FAO data based on imputation methodology"
"QD","Crops Processed","63","Estonia","5510","Production","564","Wine","2012","2012","tonnes","9627","","Official data"
"QD","Crops Processed","63","Estonia","5510","Production","564","Wine","2013","2013","tonnes","10664","","Official data"
"QD","Crops Processed","63","Estonia","5510","Production","564","Wine","2014","2014","tonnes","11104","","Official data"
"QD","Crops Processed","63","Estonia","5510","Production","564","Wine","2015","2015","tonnes","11488","","Official data"
"QD","Crops Processed","63","Estonia","5510","Production","564","Wine","2016","2016","tonnes","11000","F","FAO estimate"
"QD","Crops Processed","63","Estonia","5510","Production","564","Wine","2017","2017","tonnes","11000","F","FAO estimate"
"QD","Crops Processed","238","Ethiopia","5510","Production","564","Wine","2012","2012","tonnes","1261","Im","FAO data based on imputation methodology"
"QD","Crops Processed","238","Ethiopia","5510","Production","564","Wine","2013","2013","tonnes","1267","Im","FAO data based on imputation methodology"
"QD","Crops Processed","238","Ethiopia","5510","Production","564","Wine","2014","2014","tonnes","866","Im","FAO data based on imputation methodology"
"QD","Crops Processed","238","Ethiopia","5510","Production","564","Wine","2015","2015","tonnes","792","Im","FAO data based on imputation methodology"
"QD","Crops Processed","238","Ethiopia","5510","Production","564","Wine","2016","2016","tonnes","767","Im","FAO data based on imputation methodology"
"QD","Crops Processed","238","Ethiopia","5510","Production","564","Wine","2017","2017","tonnes","724","Im","FAO data based on imputation methodology"
"QD","Crops Processed","68","France","5510","Production","564","Wine","2012","2012","tonnes","4209724","","Official data"
"QD","Crops Processed","68","France","5510","Production","564","Wine","2013","2013","tonnes","4293466","","Official data"
"QD","Crops Processed","68","France","5510","Production","564","Wine","2014","2014","tonnes","4742300","","Official data"
"QD","Crops Processed","68","France","5510","Production","564","Wine","2015","2015","tonnes","4785700","","Official data"
"QD","Crops Processed","68","France","5510","Production","564","Wine","2016","2016","tonnes","4504383","","Official data"
"QD","Crops Processed","68","France","5510","Production","564","Wine","2017","2017","tonnes","3637009","","Official data"
"QD","Crops Processed","73","Georgia","5510","Production","564","Wine","2012","2012","tonnes","83000","F","FAO estimate"
"QD","Crops Processed","73","Georgia","5510","Production","564","Wine","2013","2013","tonnes","99700","*","Unofficial figure"
"QD","Crops Processed","73","Georgia","5510","Production","564","Wine","2014","2014","tonnes","108692","","Official data"
"QD","Crops Processed","73","Georgia","5510","Production","564","Wine","2015","2015","tonnes","75539","","Official data"
"QD","Crops Processed","73","Georgia","5510","Production","564","Wine","2016","2016","tonnes","90005","","Official data"
"QD","Crops Processed","73","Georgia","5510","Production","564","Wine","2017","2017","tonnes","87018","","Official data"
"QD","Crops Processed","79","Germany","5510","Production","564","Wine","2012","2012","tonnes","901200","","Official data"
"QD","Crops Processed","79","Germany","5510","Production","564","Wine","2013","2013","tonnes","840900","","Official data"
"QD","Crops Processed","79","Germany","5510","Production","564","Wine","2014","2014","tonnes","920200","","Official data"
"QD","Crops Processed","79","Germany","5510","Production","564","Wine","2015","2015","tonnes","571794","","Official data"
"QD","Crops Processed","79","Germany","5510","Production","564","Wine","2016","2016","tonnes","578692","","Official data"
"QD","Crops Processed","79","Germany","5510","Production","564","Wine","2017","2017","tonnes","626532","","Official data"
"QD","Crops Processed","84","Greece","5510","Production","564","Wine","2012","2012","tonnes","275000","","Official data"
"QD","Crops Processed","84","Greece","5510","Production","564","Wine","2013","2013","tonnes","330074","","Official data"
"QD","Crops Processed","84","Greece","5510","Production","564","Wine","2014","2014","tonnes","266182","","Official data"
"QD","Crops Processed","84","Greece","5510","Production","564","Wine","2015","2015","tonnes","299558","","Official data"
"QD","Crops Processed","84","Greece","5510","Production","564","Wine","2016","2016","tonnes","302493","","Official data"
"QD","Crops Processed","84","Greece","5510","Production","564","Wine","2017","2017","tonnes","297556","","Official data"
"QD","Crops Processed","97","Hungary","5510","Production","564","Wine","2012","2012","tonnes","224330","","Official data"
"QD","Crops Processed","97","Hungary","5510","Production","564","Wine","2013","2013","tonnes","294416","","Official data"
"QD","Crops Processed","97","Hungary","5510","Production","564","Wine","2014","2014","tonnes","258518","","Official data"
"QD","Crops Processed","97","Hungary","5510","Production","564","Wine","2015","2015","tonnes","300813","","Official data"
"QD","Crops Processed","97","Hungary","5510","Production","564","Wine","2016","2016","tonnes","302379","","Official data"
"QD","Crops Processed","97","Hungary","5510","Production","564","Wine","2017","2017","tonnes","358132","","Official data"
"QD","Crops Processed","99","Iceland","5510","Production","564","Wine","2013","2013","tonnes","0","","Official data"
"QD","Crops Processed","105","Israel","5510","Production","564","Wine","2012","2012","tonnes","5000","F","FAO estimate"
"QD","Crops Processed","105","Israel","5510","Production","564","Wine","2013","2013","tonnes","5000","F","FAO estimate"
"QD","Crops Processed","105","Israel","5510","Production","564","Wine","2014","2014","tonnes","5000","F","FAO estimate"
"QD","Crops Processed","105","Israel","5510","Production","564","Wine","2015","2015","tonnes","2674","Im","FAO data based on imputation methodology"
"QD","Crops Processed","105","Israel","5510","Production","564","Wine","2016","2016","tonnes","2819","Im","FAO data based on imputation methodology"
"QD","Crops Processed","105","Israel","5510","Production","564","Wine","2017","2017","tonnes","3059","Im","FAO data based on imputation methodology"
"QD","Crops Processed","106","Italy","5510","Production","564","Wine","2012","2012","tonnes","3826531","","Official data"
"QD","Crops Processed","106","Italy","5510","Production","564","Wine","2013","2013","tonnes","4504412","","Official data"
"QD","Crops Processed","106","Italy","5510","Production","564","Wine","2014","2014","tonnes","4208752","","Official data"
"QD","Crops Processed","106","Italy","5510","Production","564","Wine","2015","2015","tonnes","4874273","","Official data"
"QD","Crops Processed","106","Italy","5510","Production","564","Wine","2016","2016","tonnes","5161546","","Official data"
"QD","Crops Processed","106","Italy","5510","Production","564","Wine","2017","2017","tonnes","4382936","","Official data"
"QD","Crops Processed","110","Japan","5510","Production","564","Wine","2012","2012","tonnes","80000","F","FAO estimate"
"QD","Crops Processed","110","Japan","5510","Production","564","Wine","2013","2013","tonnes","80000","F","FAO estimate"
"QD","Crops Processed","110","Japan","5510","Production","564","Wine","2014","2014","tonnes","85000","F","FAO estimate"
"QD","Crops Processed","110","Japan","5510","Production","564","Wine","2015","2015","tonnes","75869","Im","FAO data based on imputation methodology"
"QD","Crops Processed","110","Japan","5510","Production","564","Wine","2016","2016","tonnes","80552","Im","FAO data based on imputation methodology"
"QD","Crops Processed","110","Japan","5510","Production","564","Wine","2017","2017","tonnes","78615","Im","FAO data based on imputation methodology"
"QD","Crops Processed","112","Jordan","5510","Production","564","Wine","2012","2012","tonnes","731","","Official data"
"QD","Crops Processed","112","Jordan","5510","Production","564","Wine","2013","2013","tonnes","158","","Official data"
"QD","Crops Processed","112","Jordan","5510","Production","564","Wine","2014","2014","tonnes","155","","Official data"
"QD","Crops Processed","112","Jordan","5510","Production","564","Wine","2015","2015","tonnes","116","","Official data"
"QD","Crops Processed","112","Jordan","5510","Production","564","Wine","2016","2016","tonnes","400","","Official data"
"QD","Crops Processed","112","Jordan","5510","Production","564","Wine","2017","2017","tonnes","573","Im","FAO data based on imputation methodology"
"QD","Crops Processed","108","Kazakhstan","5510","Production","564","Wine","2012","2012","tonnes","15505","","Official data"
"QD","Crops Processed","108","Kazakhstan","5510","Production","564","Wine","2013","2013","tonnes","20902","","Official data"
"QD","Crops Processed","108","Kazakhstan","5510","Production","564","Wine","2014","2014","tonnes","21993","","Official data"
"QD","Crops Processed","108","Kazakhstan","5510","Production","564","Wine","2015","2015","tonnes","24205","","Official data"
"QD","Crops Processed","108","Kazakhstan","5510","Production","564","Wine","2016","2016","tonnes","29853","","Official data"
"QD","Crops Processed","108","Kazakhstan","5510","Production","564","Wine","2017","2017","tonnes","32697","","Official data"
"QD","Crops Processed","113","Kyrgyzstan","5510","Production","564","Wine","2012","2012","tonnes","1312","","Official data"
"QD","Crops Processed","113","Kyrgyzstan","5510","Production","564","Wine","2013","2013","tonnes","1752","","Official data"
"QD","Crops Processed","113","Kyrgyzstan","5510","Production","564","Wine","2014","2014","tonnes","1700","F","FAO estimate"
"QD","Crops Processed","113","Kyrgyzstan","5510","Production","564","Wine","2015","2015","tonnes","2644","Im","FAO data based on imputation methodology"
"QD","Crops Processed","113","Kyrgyzstan","5510","Production","564","Wine","2016","2016","tonnes","2408","","Official data"
"QD","Crops Processed","113","Kyrgyzstan","5510","Production","564","Wine","2017","2017","tonnes","2834","","Official data"
"QD","Crops Processed","119","Latvia","5510","Production","564","Wine","2012","2012","tonnes","2200","F","FAO estimate"
"QD","Crops Processed","119","Latvia","5510","Production","564","Wine","2013","2013","tonnes","2200","F","FAO estimate"
"QD","Crops Processed","119","Latvia","5510","Production","564","Wine","2014","2014","tonnes","2450","F","FAO estimate"
"QD","Crops Processed","119","Latvia","5510","Production","564","Wine","2015","2015","tonnes","2090","Im","FAO data based on imputation methodology"
"QD","Crops Processed","119","Latvia","5510","Production","564","Wine","2016","2016","tonnes","2534","Im","FAO data based on imputation methodology"
"QD","Crops Processed","119","Latvia","5510","Production","564","Wine","2017","2017","tonnes","3237","Im","FAO data based on imputation methodology"
"QD","Crops Processed","121","Lebanon","5510","Production","564","Wine","2012","2012","tonnes","15000","F","FAO estimate"
"QD","Crops Processed","121","Lebanon","5510","Production","564","Wine","2013","2013","tonnes","14700","F","FAO estimate"
"QD","Crops Processed","121","Lebanon","5510","Production","564","Wine","2014","2014","tonnes","9704","Im","FAO data based on imputation methodology"
"QD","Crops Processed","121","Lebanon","5510","Production","564","Wine","2015","2015","tonnes","9431","Im","FAO data based on imputation methodology"
"QD","Crops Processed","121","Lebanon","5510","Production","564","Wine","2016","2016","tonnes","10666","Im","FAO data based on imputation methodology"
"QD","Crops Processed","121","Lebanon","5510","Production","564","Wine","2017","2017","tonnes","9504","Im","FAO data based on imputation methodology"
"QD","Crops Processed","124","Libya","5510","Production","564","Wine","2012","2012","tonnes","","M","Data not available"
"QD","Crops Processed","124","Libya","5510","Production","564","Wine","2013","2013","tonnes","","M","Data not available"
"QD","Crops Processed","124","Libya","5510","Production","564","Wine","2014","2014","tonnes","","M","Data not available"
"QD","Crops Processed","124","Libya","5510","Production","564","Wine","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"QD","Crops Processed","124","Libya","5510","Production","564","Wine","2016","2016","tonnes","0","F","FAO estimate"
"QD","Crops Processed","124","Libya","5510","Production","564","Wine","2017","2017","tonnes","0","F","FAO estimate"
"QD","Crops Processed","126","Lithuania","5510","Production","564","Wine","2012","2012","tonnes","6479","","Official data"
"QD","Crops Processed","126","Lithuania","5510","Production","564","Wine","2013","2013","tonnes","5743","","Official data"
"QD","Crops Processed","126","Lithuania","5510","Production","564","Wine","2014","2014","tonnes","6005","","Official data"
"QD","Crops Processed","126","Lithuania","5510","Production","564","Wine","2015","2015","tonnes","4377","","Official data"
"QD","Crops Processed","126","Lithuania","5510","Production","564","Wine","2016","2016","tonnes","4812","","Official data"
"QD","Crops Processed","126","Lithuania","5510","Production","564","Wine","2017","2017","tonnes","4091","","Official data"
"QD","Crops Processed","256","Luxembourg","5510","Production","564","Wine","2012","2012","tonnes","8504","","Official data"
"QD","Crops Processed","256","Luxembourg","5510","Production","564","Wine","2013","2013","tonnes","10089","","Official data"
"QD","Crops Processed","256","Luxembourg","5510","Production","564","Wine","2014","2014","tonnes","12494","","Official data"
"QD","Crops Processed","256","Luxembourg","5510","Production","564","Wine","2015","2015","tonnes","11069","","Official data"
"QD","Crops Processed","256","Luxembourg","5510","Production","564","Wine","2016","2016","tonnes","8295","","Official data"
"QD","Crops Processed","256","Luxembourg","5510","Production","564","Wine","2017","2017","tonnes","8125","","Official data"
"QD","Crops Processed","129","Madagascar","5510","Production","564","Wine","2012","2012","tonnes","8400","F","FAO estimate"
"QD","Crops Processed","129","Madagascar","5510","Production","564","Wine","2013","2013","tonnes","8350","F","FAO estimate"
"QD","Crops Processed","129","Madagascar","5510","Production","564","Wine","2014","2014","tonnes","7621","Im","FAO data based on imputation methodology"
"QD","Crops Processed","129","Madagascar","5510","Production","564","Wine","2015","2015","tonnes","7850","Im","FAO data based on imputation methodology"
"QD","Crops Processed","129","Madagascar","5510","Production","564","Wine","2016","2016","tonnes","7905","Im","FAO data based on imputation methodology"
"QD","Crops Processed","129","Madagascar","5510","Production","564","Wine","2017","2017","tonnes","7960","Im","FAO data based on imputation methodology"
"QD","Crops Processed","134","Malta","5510","Production","564","Wine","2012","2012","tonnes","2520","Im","FAO data based on imputation methodology"
"QD","Crops Processed","134","Malta","5510","Production","564","Wine","2013","2013","tonnes","2426","Im","FAO data based on imputation methodology"
"QD","Crops Processed","134","Malta","5510","Production","564","Wine","2014","2014","tonnes","2484","Im","FAO data based on imputation methodology"
